Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD,BTC=
2020-01-23,79.8075,166.72,63.32,1884.58,245.58,331.72,3325.54,12.98,1.1052,1563.025,28.66,147.12,8271.04
2020-01-24,79.5775,165.04,68.47,1861.64,241.92,328.77,3295.47,14.56,1.1023,1570.365,29.22,147.98,8513.0
2020-01-25,,,,,,,,,,,,,8362.59
2020-01-26,,,,,,,,,,,,,8577.78
2020-01-27,77.2375,162.28,65.69,1828.34,238.14,323.5,3243.63,18.23,1.1016,1581.65,29.08,148.99,8947.05
2020-01-28,79.4225,165.46,67.31,1853.25,242.58,326.89,3276.24,16.28,1.102,1565.86,28.31,147.66,9036.6
2020-01-29,81.085,168.04,66.33,1858.0,240.12,326.62,3273.4,16.39,1.1009,1576.7175,28.86,148.46,9353.55
2020-01-30,80.9675,172.78,66.47,1870.68,244.13,327.68,3283.66,15.49,1.103,1573.92,28.73,148.47,9545.02
2020-01-31,77.3775,170.23,63.93,2008.72,237.75,321.73,3225.52,18.84,1.1093,1589.8149,28.99,149.33,9383.8
2020-02-01,,,,,,,,,,,,,9355.14
2020-02-02,,,,,,,,,,,,,9424.96
2020-02-03,77.165,174.38,64.42,2004.2,239.01,324.12,3248.92,17.97,1.1058,1576.05,28.56,148.36,9271.11
2020-02-04,79.7125,180.12,65.46,2049.67,241.94,329.06,3297.59,16.05,1.1042,1552.26,28.05,146.43,9131.71
2020-02-05,80.3625,179.9,67.34,2039.87,244.3,332.86,3334.69,15.15,1.0997,1556.405,28.05,146.61,9686.6
2020-02-06,81.3025,183.63,67.09,2050.23,241.82,333.98,3345.78,14.96,1.098,1566.5601,28.4,147.4,9740.27
2020-02-07,80.0075,183.89,66.02,2079.28,238.0,332.2,3327.71,15.47,1.0943,1569.9058,27.93,147.79,9748.0
2020-02-08,,,,,,,,,,,,,9917.51
2020-02-09,,,,,,,,,,,,,10074.87
2020-02-10,80.3875,188.7,66.39,2133.91,237.36,334.68,3352.09,15.04,1.0909,1571.9,28.39,148.17,9861.48
2020-02-11,79.9025,184.44,67.41,2150.8,236.46,335.26,3357.75,15.18,1.0914,1567.42,28.43,147.66,10236.37
2020-02-12,81.8,184.71,67.46,2160.0,238.65,337.42,3379.45,13.74,1.0871,1565.3267,28.12,147.54,10387.58
2020-02-13,81.2175,183.71,67.44,2149.87,238.35,337.06,3373.94,14.15,1.084,1576.095,28.32,148.38,10180.75
2020-02-14,81.2375,185.35,67.27,2134.87,237.08,337.6,3380.16,13.68,1.083,1584.3199,28.31,149.0,10316.0
2020-02-15,,,,,,,,,,,,,9921.9
2020-02-16,,,,,,,,,,,,,9765.84
2020-02-17,,,,,,,,,1.0834,1580.8,,,9655.13
2020-02-18,79.75,187.23,66.14,2155.67,233.21,336.73,3370.29,14.83,1.0791,1601.665,29.23,150.91,10149.75
2020-02-19,80.905,187.28,67.11,2170.22,237.33,338.34,3386.15,14.38,1.0804,1611.3447,29.75,151.79,9620.73
2020-02-20,80.075,184.42,65.45,2153.1,232.73,336.95,3373.23,15.56,1.0783,1619.4056,29.75,152.41,9604.68
2020-02-21,78.2625,178.59,64.34,2095.97,230.62,333.48,3337.75,17.08,1.0843,1643.316,30.65,154.7,9663.1
2020-02-22,,,,,,,,,,,,,9635.8
2020-02-23,,,,,,,,,,,,,9879.3
2020-02-24,74.545,170.89,61.76,2009.29,224.54,322.42,3225.89,25.03,1.0852,1660.4226,31.05,156.09,9595.54
2020-02-25,72.02,168.07,59.73,1972.74,217.61,312.65,3128.21,27.85,1.0879,1635.08,29.97,153.3,9377.98
2020-02-26,73.1625,170.17,59.65,1979.59,215.78,311.5,3116.39,27.56,1.0879,1639.5757,29.87,153.97,8772.8
2020-02-27,68.38,158.18,55.83,1884.3,205.69,297.51,2978.76,39.16,1.0998,1641.95,28.15,154.0,8750.93
2020-02-28,68.34,162.01,55.52,1883.75,200.77,296.26,2954.22,40.11,1.1025,1584.74,26.22,148.38,8668.22
2020-02-29,,,,,,,,,,,,,8634.11
2020-03-01,,,,,,,,,,,,,8514.67
2020-03-02,74.7025,172.79,58.18,1953.95,209.47,309.09,3090.23,33.42,1.1132,1590.4301,27.29,149.2,8943.22
2020-03-03,72.33,164.51,55.97,1908.99,203.43,300.24,3003.37,36.82,1.1171,1639.4686,28.68,153.89,8771.1
2020-03-04,75.685,170.55,58.68,1975.83,208.74,312.86,3130.12,31.99,1.1134,1635.4479,29.13,154.16,8726.86
2020-03-05,73.23,166.27,56.96,1924.03,198.79,302.46,3023.94,39.62,1.1239,1670.3092,29.82,157.49,9111.47
2020-03-06,72.2575,161.57,55.77,1901.09,192.85,297.46,2972.37,41.94,1.1285,1673.85,29.41,157.55,9130.5
2020-03-07,,,,,,,,,,,,,8883.86
2020-03-08,,,,,,,,,,,,,8251.33
2020-03-09,66.5425,150.62,50.85,1800.61,172.81,274.23,2746.56,54.46,1.1447,1679.6,27.31,157.81,7855.07
2020-03-10,71.335,160.92,53.98,1891.82,184.35,288.42,2882.23,47.3,1.1279,1649.0699,27.49,154.48,7994.39
2020-03-11,68.8575,153.63,51.66,1820.86,171.89,274.36,2741.38,53.9,1.1267,1634.525,25.17,153.93,7859.25
2020-03-12,62.0575,139.06,45.54,1676.61,150.68,248.11,2480.64,75.47,1.1183,1576.785,22.31,147.79,5768.3
2020-03-13,69.4925,158.83,54.43,1785.0,177.17,269.32,2711.02,57.83,1.1105,1529.3101,19.0,143.28,5431.41
2020-03-14,,,,,,,,,,,,,5288.68
2020-03-15,,,,,,,,,,,,,5918.52
2020-03-16,60.5525,135.42,44.61,1689.15,154.66,239.85,2386.13,82.69,1.1181,1513.91,22.49,141.64,4926.3
2020-03-17,63.215,146.57,50.08,1807.84,158.67,252.8,2529.19,75.91,1.0996,1528.275,25.5,143.56,5464.67
2020-03-18,61.6675,140.4,47.61,1830.0,140.02,240.0,2398.1,76.45,1.0913,1486.0,19.68,140.7,5341.9
2020-03-19,61.195,142.71,45.94,1880.93,149.49,240.51,2409.39,72.0,1.069,1469.8,21.27,138.04,6253.5
2020-03-20,57.31,137.35,45.83,1846.09,138.41,228.8,2304.92,66.04,1.0694,1497.64,20.55,140.11,5991.49
2020-03-21,,,,,,,,,,,,,6334.6
2020-03-22,,,,,,,,,,,,,6020.88
2020-03-23,56.0925,135.98,49.58,1902.83,134.97,222.95,2237.4,61.59,1.0721,1553.0649,21.93,146.3,6419.3
2020-03-24,61.72,148.34,52.4,1940.1,153.6,243.15,2447.33,61.67,1.0787,1610.025,25.15,153.4,6751.94
2020-03-25,61.38,146.92,51.26,1885.84,155.13,246.79,2475.56,63.95,1.088,1613.2939,26.31,151.3,6595.62
2020-03-26,64.61,156.11,55.54,1955.49,165.79,261.2,2630.07,61.0,1.1028,1628.974,25.85,153.24,6745.0
2020-03-27,61.935,149.7,52.37,1900.1,158.34,253.42,2541.47,65.54,1.114,1617.5,24.37,152.25,6682.0
2020-03-28,,,,,,,,,,,,,6245.95
2020-03-29,,,,,,,,,,,,,5953.7
2020-03-30,63.7025,160.23,55.49,1963.95,159.62,261.65,2626.65,57.08,1.1046,1621.9293,23.93,152.92,6464.77
2020-03-31,63.5725,157.71,54.12,1949.72,154.59,257.75,2584.59,53.54,1.1029,1571.05,23.04,148.05,6474.1
2020-04-01,60.2275,152.11,51.88,1907.7,145.29,246.15,2470.5,57.06,1.0962,1590.59,24.03,149.45,6350.03
2020-04-02,61.2325,155.26,54.35,1918.83,149.93,251.83,2526.9,50.91,1.0856,1612.4102,25.04,151.9,6739.55
2020-04-03,60.3525,153.83,54.13,1906.59,146.93,248.19,2488.65,46.8,1.0808,1616.45,24.95,152.65,6706.9
2020-04-04,,,,,,,,,,,,,6837.18
2020-04-05,,,,,,,,,,,,,6759.61
2020-04-06,65.6175,165.27,58.43,1997.59,158.23,264.86,2663.68,45.24,1.0791,1661.7017,26.34,156.88,7227.9
2020-04-07,64.8575,163.49,58.4,2011.6,166.02,265.13,2659.41,46.7,1.0889,1648.4656,26.09,156.04,7113.37
2020-04-08,66.5175,165.13,58.98,2043.0,176.96,274.03,2749.98,43.35,1.0856,1645.77,26.2,154.65,7316.61
2020-04-09,66.9975,165.14,57.14,2042.76,184.26,278.2,2789.82,41.67,1.0927,1683.8199,28.95,158.69,7302.0
2020-04-10,,,,,,,,,1.0935,1688.9,,,6917.23
2020-04-11,,,,,,,,,,,,,6794.99
2020-04-12,,,,,,,,,,,,,7120.75
2020-04-13,68.3125,165.51,58.7,2168.87,179.18,275.66,2761.63,41.17,1.0913,1714.0699,30.78,161.41,6825.62
2020-04-14,71.7625,173.7,60.66,2283.32,178.23,283.79,2846.06,37.76,1.0979,1727.7,30.75,162.68,6870.39
2020-04-15,71.1075,171.88,58.87,2307.68,178.52,277.76,2783.36,40.84,1.0907,1715.7102,30.15,161.85,6755.75
2020-04-16,71.6725,177.04,60.79,2408.19,177.04,279.1,2799.55,40.11,1.0835,1717.6824,30.92,161.71,7057.49
2020-04-17,70.7,178.6,60.36,2375.0,183.49,286.64,2874.56,38.15,1.0876,1684.1899,29.94,158.57,7054.72
2020-04-18,,,,,,,,,,,,,7226.77
2020-04-19,,,,,,,,,,,,,7141.34
2020-04-20,69.2325,175.06,59.18,2393.61,180.4,281.59,2823.16,43.83,1.0862,1692.9242,30.74,159.7,6864.65
2020-04-21,67.0925,167.82,56.36,2328.12,173.81,273.04,2736.56,45.41,1.0856,1685.7231,30.56,158.61,6890.29
2020-04-22,69.025,173.52,60.1,2363.49,175.98,279.1,2799.31,41.98,1.0822,1713.451,32.51,161.73,7118.78
2020-04-23,68.7575,171.42,59.04,2399.45,175.05,279.08,2797.8,41.38,1.0776,1731.33,33.42,163.34,7540.5
2020-04-24,70.7425,174.55,59.26,2410.22,177.0,282.97,2836.74,35.93,1.082,1727.43,33.93,162.64,7531.75
2020-04-25,,,,,,,,,,,,,7548.6
2020-04-26,,,,,,,,,,,,,7644.53
2020-04-27,70.7925,174.05,59.47,2376.0,183.54,287.05,2878.48,33.29,1.0828,1714.2019,33.79,161.56,7706.09
2020-04-28,69.645,169.81,58.75,2314.08,187.01,285.73,2863.39,33.57,1.0818,1707.5066,33.81,160.84,7735.79
2020-04-29,71.9325,177.43,61.8,2372.71,190.03,293.21,2939.51,31.23,1.0873,1711.2502,34.03,161.73,8929.13
2020-04-30,73.45,179.21,59.98,2474.0,183.42,290.48,2912.43,34.15,1.0955,1680.09,32.26,158.8,8822.59
2020-05-01,72.2675,174.57,57.47,2286.04,177.1,282.79,2830.71,37.19,1.0983,1699.1212,33.29,159.78,8730.3
2020-05-02,,,,,,,,,,,,,8668.45
2020-05-03,,,,,,,,,,,,,9648.0
2020-05-04,73.29,178.84,57.99,2315.99,176.03,283.57,2842.74,35.97,1.0906,1701.4399,33.99,160.34,8918.22
2020-05-05,74.39,180.76,58.75,2317.8,178.3,286.19,2868.44,33.61,1.0838,1705.9637,34.79,161.02,8957.35
2020-05-06,75.1575,182.54,59.18,2351.26,176.92,284.25,2848.42,34.12,1.0794,1685.6268,33.7,158.95,9253.74
2020-05-07,75.935,183.6,59.17,2367.61,182.32,287.68,2881.19,31.44,1.0832,1717.6899,35.03,161.39,9801.25
2020-05-08,77.5325,184.68,59.67,2379.61,185.39,292.44,2929.8,27.98,1.084,1700.65,34.86,160.42,10000.0
2020-05-09,,,,,,,,,,,,,9648.0
2020-05-10,,,,,,,,,,,,,8668.45
2020-05-11,78.7525,186.74,60.13,2409.0,183.16,292.5,2930.32,27.57,1.0806,1695.9811,33.89,159.42,8633.99
2020-05-12,77.8525,182.51,58.39,2356.95,177.21,286.67,2870.12,33.04,1.0846,1702.1411,33.84,160.04,8817.13
2020-05-13,76.9125,179.75,57.74,2367.92,171.8,281.6,2820.0,35.28,1.0816,1715.2899,34.08,161.58,9295.62
2020-05-14,77.385,180.53,59.08,2388.85,174.45,284.97,2852.5,32.61,1.0804,1729.2729,35.16,163.01,9663.5
2020-05-15,76.9275,183.16,58.28,2409.78,171.87,286.28,2863.7,31.89,1.0815,1741.0,36.57,163.93,9237.2
2020-05-16,,,,,,,,,,,,,9379.5
2020-05-17,,,,,,,,,,,,,9739.01
2020-05-18,78.74,184.91,59.92,2426.26,181.88,295.0,2953.91,29.3,1.0912,1732.0699,35.93,162.69,9673.73
2020-05-19,78.285,183.63,60.29,2449.33,177.83,291.97,2922.94,30.53,1.0921,1743.8083,37.21,164.26,9694.27
2020-05-20,79.8075,185.66,63.1,2497.94,181.44,296.93,2971.61,27.99,1.0977,1748.9836,36.61,164.65,9590.01
2020-05-21,79.2125,183.43,61.98,2446.74,180.1,294.88,2948.51,29.53,1.0949,1725.2075,35.66,162.25,9060.0
2020-05-22,79.7225,183.51,62.255,2436.88,179.93,295.44,2955.45,28.16,1.09,1734.07,35.55,163.21,9183.75
2020-05-23,,,,,,,,,,,,,9233.84
2020-05-24,,,,,,,,,,,,,9001.0
2020-05-25,,,,,,,,,1.0899,1729.1925,,,8916.79
2020-05-26,79.1825,181.57,62.34,2421.86,196.06,299.08,2991.77,28.01,1.098,1711.2485,34.08,160.89,8857.39
2020-05-27,79.5275,181.81,63.56,2410.39,209.66,303.53,3036.13,27.62,1.1003,1708.8744,33.71,161.18,9172.9
2020-05-28,79.5625,181.4,61.7,2401.1,201.22,302.97,3029.73,28.59,1.1076,1718.504,34.0,161.72,9451.4
2020-05-29,79.485,183.25,62.93,2442.37,196.49,304.32,3044.31,27.51,1.1098,1726.3,34.32,162.91,9415.75
2020-05-30,,,,,,,,,,,,,9439.7
2020-05-31,,,,,,,,,,,,,9507.92
2020-06-01,80.4625,182.83,61.86,2471.04,199.93,305.55,3055.73,28.23,1.1134,1740.0031,35.38,163.66,9681.1
2020-06-02,80.835,184.91,62.12,2472.41,204.14,308.08,3080.82,26.84,1.1169,1727.0498,34.09,162.6,9519.27
2020-06-03,81.28,185.36,61.93,2478.4,210.57,312.18,3122.87,25.66,1.1232,1697.51,32.83,159.6,9580.46
2020-06-04,80.58,182.92,62.97,2460.6,214.82,311.36,3112.35,25.81,1.1336,1710.6176,33.11,161.28,9785.49
2020-06-05,82.875,187.2,64.34,2483.0,217.92,319.34,3193.93,24.52,1.1284,1685.23,32.46,158.01,9713.59
2020-06-06,,,,,,,,,,,,,9700.2
2020-06-07,,,,,,,,,,,,,9729.74
2020-06-08,83.365,188.36,63.67,2524.06,220.81,323.2,3232.39,25.81,1.1292,1694.6018,32.78,159.72,9701.85
2020-06-09,85.9975,189.8,63.04,2600.86,218.1,320.79,3207.18,27.57,1.134,1714.3199,33.06,161.26,9747.0
2020-06-10,88.21,196.84,63.87,2647.45,213.52,319.0,3190.14,27.57,1.1369,1736.2377,34.53,163.57,9865.36
2020-06-11,83.975,186.27,59.7,2557.96,194.13,300.61,3002.1,40.79,1.1297,1727.1537,32.83,162.39,9337.0
2020-06-12,84.7,187.74,59.33,2545.02,201.78,304.21,3041.31,36.09,1.1254,1729.7666,32.64,162.62,9461.83
2020-06-13,,,,,,,,,,,,,9397.68
2020-06-14,,,,,,,,,,,,,9381.7
2020-06-15,85.7475,188.94,60.1,2572.68,206.31,307.05,3066.59,34.4,1.1322,1724.6075,33.51,162.33,9488.6
2020-06-16,88.02,193.57,60.4,2615.27,209.59,312.96,3124.74,33.67,1.1263,1726.9637,32.64,162.25,9491.79
2020-06-17,87.8975,194.24,60.49,2640.98,206.19,311.66,3113.49,33.47,1.1243,1726.29,32.85,162.56,9373.75
2020-06-18,87.9325,196.32,60.08,2653.98,203.84,311.78,3115.34,32.94,1.1202,1722.618,32.43,162.24,9338.36
2020-06-19,87.43,195.15,59.62,2675.01,201.63,308.64,3097.74,35.12,1.1175,1742.8442,33.55,164.03,9314.44
2020-06-20,,,,,,,,,,,,,9316.33
2020-06-21,,,,,,,,,,,,,9328.1
2020-06-22,89.7175,200.57,60.09,2713.82,203.42,310.62,3117.86,31.77,1.1258,1754.4644,34.87,165.09,9645.76
2020-06-23,91.6325,201.91,59.92,2764.41,204.78,312.05,3131.29,31.37,1.1306,1766.5139,35.37,166.48,9628.5
2020-06-24,90.015,197.84,59.09,2734.4,198.02,304.09,3050.33,33.84,1.125,1761.4308,34.74,165.9,9289.17
2020-06-25,91.21,200.34,58.51,2754.58,207.1,307.35,3083.76,32.22,1.1217,1761.4869,34.96,165.8,9275.58
2020-06-26,88.4075,196.33,57.5,2692.87,189.19,300.05,3009.05,34.73,1.1217,1770.6208,35.19,166.54,9185.59
2020-06-27,,,,,,,,,,,,,8943.17
2020-06-28,,,,,,,,,,,,,9104.43
2020-06-29,90.445,198.44,58.27,2680.38,193.47,304.46,3053.24,31.78,1.124,1771.4926,35.56,166.63,9178.24
2020-06-30,91.2,203.51,59.83,2758.82,197.62,308.36,3100.29,30.43,1.1231,1780.665,36.68,167.37,9144.25
2020-07-01,91.0275,204.7,58.81,2878.7,197.57,310.52,3115.86,28.62,1.125,1770.005,36.56,166.62,9239.75
2020-07-02,91.0275,206.26,59.13,2890.3,197.4,312.23,3130.01,27.68,1.1238,1775.135,36.17,166.98,9077.53
2020-07-03,,,,,,,,,1.1248,1774.7869,,,9088.51
2020-07-04,,,,,,,,,,,,,9132.7
2020-07-05,,,,,,,,,,,,,9010.86
2020-07-06,93.4625,210.7,59.54,3057.04,207.36,317.05,3179.72,27.94,1.1308,1783.5635,36.84,167.98,9274.91
2020-07-07,93.1725,208.25,58.31,3000.12,199.36,313.78,3145.32,29.43,1.127,1794.26,37.73,169.04,9253.67
2020-07-08,95.3425,212.83,58.61,3081.11,202.25,316.18,3169.94,28.08,1.1329,1810.1248,38.96,170.09,9432.0
2020-07-09,95.6825,214.32,58.42,3182.63,196.83,314.38,3152.05,29.26,1.1281,1802.8186,38.79,169.63,9233.0
2020-07-10,95.92,213.67,59.53,3200.0,205.56,317.59,3185.04,27.29,1.1298,1798.3121,38.4,169.19,9233.75
2020-07-11,,,,,,,,,,,,,9233.75
2020-07-12,,,,,,,,,,,,,9240.5
2020-07-13,95.4775,207.07,58.58,3104.0,208.88,314.84,3155.22,32.19,1.134,1802.7087,37.13,169.4,9245.52
2020-07-14,97.0575,208.35,58.98,3084.0,214.01,318.92,3197.52,29.52,1.1396,1807.53,38.59,170.19,9272.5
2020-07-15,97.725,208.04,59.03,3008.87,216.9,321.85,3226.56,27.76,1.141,1811.3073,38.67,170.34,9210.33
2020-07-16,96.5225,203.92,59.14,2999.9,214.67,320.79,3215.57,28.0,1.1383,1796.6324,38.08,168.73,9102.22
2020-07-17,96.3275,202.88,60.0,2961.97,211.41,321.72,3224.73,25.68,1.1426,1808.9,39.31,170.12,9164.3
2020-07-18,,,,,,,,,,,,,9192.6
2020-07-19,,,,,,,,,,,,,9174.65
2020-07-20,98.3575,211.6,61.15,3196.84,211.71,324.32,3251.84,24.46,1.1444,1815.3971,40.38,170.94,9170.28
2020-07-21,97.0,208.75,60.7,3138.29,212.02,325.01,3257.3,24.84,1.1526,1841.5784,40.91,173.0,9368.75
2020-07-22,97.2725,211.75,61.05,3099.91,206.0,326.86,3276.02,24.32,1.1568,1871.7535,41.75,175.63,9390.0
2020-07-23,92.845,202.54,60.4,2986.55,203.02,322.96,3235.66,26.08,1.1594,1886.8636,40.96,177.18,9595.82
2020-07-24,92.615,201.3,50.59,3008.91,201.47,320.88,3215.63,25.84,1.1654,1900.975,41.83,178.7,9627.9
2020-07-25,,,,,,,,,,,,,9736.5
2020-07-26,,,,,,,,,,,,,9897.83
2020-07-27,94.81,203.85,49.57,3055.21,203.02,323.22,3239.41,24.74,1.1751,1941.8771,43.84,182.23,10892.7
2020-07-28,93.2525,202.02,49.24,3000.33,201.62,321.17,3218.44,25.44,1.1714,1958.9288,43.56,183.75,10976.83
2020-07-29,95.04,204.06,48.07,3033.53,202.58,325.12,3258.44,24.1,1.179,1970.3718,43.13,185.13,11218.48
2020-07-30,96.19,203.9,47.99,3051.88,199.53,323.96,3246.22,24.76,1.1846,1959.5,41.63,183.76,11146.75
2020-07-31,106.26,205.01,47.73,3164.68,197.96,326.52,3271.12,24.46,1.1774,1974.69,42.94,185.43,11340.25
2020-08-01,,,,,,,,,,,,,11839.82
2020-08-02,,,,,,,,,,,,,11096.66
2020-08-03,108.9375,216.54,48.3,3111.89,199.39,328.79,3294.61,24.28,1.1761,1976.6975,42.54,185.64,11382.66
2020-08-04,109.665,213.29,49.13,3138.83,201.64,330.06,3306.51,23.76,1.18,2018.0686,44.48,189.59,11212.08
2020-08-05,110.0625,212.94,48.92,3205.03,204.52,332.11,3327.77,22.99,1.1861,2039.4,44.53,191.35,11692.16
2020-08-06,113.9025,216.35,48.57,3225.0,204.25,334.33,3349.16,22.65,1.1875,2063.1875,44.23,193.89,11858.83
2020-08-07,111.1125,212.48,48.03,3167.46,208.27,334.57,3351.28,22.21,1.1786,2034.6244,42.74,190.81,11545.0
2020-08-08,,,,,,,,,,,,,11714.01
2020-08-09,,,,,,,,,,,,,11545.0
2020-08-10,112.7275,208.25,49.22,3148.16,209.38,335.57,3360.47,22.13,1.1736,2027.2568,42.39,190.15,11854.0
2020-08-11,109.375,203.38,48.19,3080.67,211.06,332.8,3333.69,24.03,1.1739,1911.2482,39.05,179.94,11210.5
2020-08-12,113.01,209.19,49.19,3162.24,212.13,337.44,3380.35,22.28,1.1782,1917.8199,39.23,179.1,11582.0
2020-08-13,115.01,208.7,48.56,3161.02,208.39,336.83,3373.43,22.13,1.1812,1953.0334,40.63,183.33,11609.46
2020-08-14,114.9075,208.9,48.89,3148.02,207.97,336.84,3372.85,22.05,1.1841,1943.7562,40.35,182.54,11769.25
2020-08-15,,,,,,,,,,,,,11883.0
2020-08-16,,,,,,,,,,,,,11849.0
2020-08-17,114.6075,210.28,48.93,3182.41,203.07,337.91,3381.99,21.35,1.1869,1985.5291,42.96,186.5,12321.37
2020-08-18,115.5625,211.49,48.65,3312.49,201.31,338.64,3389.78,21.51,1.1929,2000.95,42.66,188.18,12046.21
2020-08-19,115.7075,209.7,48.33,3260.48,203.02,337.23,3374.85,22.54,1.1836,1929.54,41.01,182.24,11713.54
2020-08-20,118.275,214.58,49.17,3297.37,201.85,338.28,3385.51,22.72,1.1859,1942.6,41.97,183.5,11858.3
2020-08-21,124.37,213.02,49.28,3284.72,202.43,339.48,3397.16,22.54,1.1795,1939.4042,40.89,182.03,11613.07
2020-08-22,,,,,,,,,,,,,11613.06
2020-08-23,,,,,,,,,,,,,11666.59
2020-08-24,125.8575,213.69,49.14,3307.46,207.34,342.92,3431.28,22.37,1.1787,1932.4495,40.65,181.0,11735.0
2020-08-25,124.825,216.47,49.43,3346.49,206.0,344.12,3443.62,22.03,1.1833,1927.9399,40.58,181.22,11266.75
2020-08-26,126.5225,221.15,49.55,3441.85,207.22,347.57,3478.73,23.27,1.1829,1953.453,41.6,183.36,11510.95
2020-08-27,125.01,226.58,49.4,3400.0,210.15,348.33,3484.55,24.47,1.1821,1928.9099,40.66,181.24,11266.5
2020-08-28,124.8075,228.91,50.43,3401.8,207.71,350.58,3508.01,22.96,1.1903,1964.4921,41.96,184.39,11510.0
2020-08-29,,,,,,,,,,,,,11517.14
2020-08-30,,,,,,,,,,,,,11510.0
2020-08-31,129.04,225.53,50.95,3450.96,204.87,349.31,3500.31,26.41,1.1936,1969.75,42.27,184.83,11680.47
2020-09-01,134.18,227.27,50.79,3499.12,205.46,352.6,3526.65,26.12,1.191,1970.1415,41.67,185.05,12024.75
2020-09-02,131.4,231.65,52.25,3531.45,210.04,357.7,3580.84,26.57,1.1853,1942.6206,41.76,182.62,11372.5
2020-09-03,120.88,217.3,50.39,3368.0,207.56,345.39,3455.06,33.6,1.1849,1930.5197,41.29,181.14,10782.44
2020-09-04,120.96,214.25,50.08,3294.62,210.94,342.57,3426.96,30.75,1.1838,1932.45,40.86,181.64,10602.0
2020-09-05,,,,,,,,,,,,,10091.49
2020-09-06,,,,,,,,,,,,,10239.65
2020-09-07,,,,,,,,,1.1817,1928.8224,,,10151.79
2020-09-08,112.82,202.66,48.91,3149.84,202.48,333.21,3331.84,31.46,1.1779,1930.9283,40.58,181.29,10017.75
2020-09-09,117.32,211.29,49.62,3268.61,202.22,339.79,3398.96,28.81,1.1802,1946.6556,42.34,183.05,10264.0
2020-09-10,113.49,205.37,48.96,3175.11,200.01,333.89,3339.19,29.71,1.1813,1954.0699,41.58,182.46,10301.23
2020-09-11,112.0,204.03,49.28,3116.22,200.92,334.06,3340.97,26.87,1.1845,1941.5,41.16,182.45,10327.84
2020-09-12,,,,,,,,,,,,,10441.12
2020-09-13,,,,,,,,,,,,,10256.91
2020-09-14,115.355,205.41,49.41,3102.97,201.34,338.46,3383.54,25.85,1.1868,1956.3691,42.79,183.89,10695.98
2020-09-15,115.54,208.78,50.0,3156.13,198.0,340.17,3401.2,25.59,1.1845,1955.5201,42.79,183.45,10867.69
2020-09-16,112.13,205.05,50.37,3078.1,200.68,338.82,3385.49,26.04,1.1814,1959.3182,42.85,183.97,10999.54
2020-09-17,110.34,202.91,50.32,3008.73,194.83,335.84,3357.01,26.46,1.1847,1942.6,42.1,182.96,10938.97
2020-09-18,106.84,200.39,49.89,2954.91,194.86,330.65,3319.47,25.83,1.1837,1949.6927,41.36,183.2,10887.7
2020-09-19,,,,,,,,,,,,,11088.12
2020-09-20,,,,,,,,,,,,,10894.91
2020-09-21,110.08,202.54,49.72,2960.47,194.0,326.97,3281.06,27.78,1.1769,1912.5699,39.84,179.52,10483.0
2020-09-22,111.81,207.42,49.95,3128.99,191.62,330.3,3315.57,26.86,1.1706,1899.2814,40.02,178.65,10516.26
2020-09-23,107.12,200.59,48.82,2999.86,186.12,322.64,3236.92,28.58,1.1659,1863.5499,37.63,174.79,10219.73
2020-09-24,108.22,203.19,49.16,3019.79,195.11,323.5,3246.59,28.51,1.1672,1868.036,38.69,175.44,10633.25
2020-09-25,112.28,207.82,49.94,3095.13,194.95,328.73,3298.46,26.38,1.163,1860.05,38.42,174.94,10722.73
2020-09-26,,,,,,,,,,,,,10717.81
2020-09-27,,,,,,,,,,,,,10722.73
2020-09-28,114.96,209.44,51.43,3174.05,199.07,334.19,3351.6,26.19,1.1664,1880.8511,38.87,176.7,10874.25
2020-09-29,114.09,207.26,51.19,3144.88,196.79,332.37,3335.47,26.27,1.1742,1897.6899,39.37,178.19,10753.84
2020-09-30,115.81,210.33,51.78,3148.73,200.97,334.89,3363.0,26.37,1.1718,1885.4399,39.16,177.12,10711.5
2020-10-01,116.79,212.46,52.24,3221.26,198.55,337.04,3380.8,26.7,1.1747,1905.0491,39.57,178.7,10602.25
2020-10-02,113.02,206.19,51.01,3125.0,199.9,333.84,3348.44,27.63,1.1713,1898.7,38.97,178.54,10544.55
2020-10-03,,,,,,,,,,,,,10580.46
2020-10-04,,,,,,,,,,,,,10544.72
2020-10-05,116.5,210.38,51.69,3199.2,201.8,339.76,3408.63,27.96,1.1781,1912.8979,39.57,179.41,10737.95
2020-10-06,113.16,205.91,51.37,3099.96,201.09,334.93,3360.95,29.48,1.1734,1877.1262,38.11,177.3,10545.17
2020-10-07,115.08,209.83,52.67,3195.69,203.6,340.76,3419.45,28.06,1.176,1887.2233,38.35,177.22,10656.19
2020-10-08,114.97,210.58,53.37,3190.55,207.98,343.78,3446.83,26.36,1.1758,1893.0909,38.97,177.85,10899.75
2020-10-09,116.97,215.81,52.82,3286.65,207.54,346.85,3477.13,25.0,1.1824,1929.43,40.78,181.08,11036.99
2020-10-10,,,,,,,,,,,,,11364.07
2020-10-11,,,,,,,,,,,,,11036.99
2020-10-12,124.4,221.4,53.88,3442.93,214.12,352.43,3534.22,25.07,1.1813,1921.9496,40.67,180.56,11568.69
